emp_no,title,salary
261190,Engineer,40000
261192,Staff,40000
261194,Engineer,67590
261196,Engineer,40000
261198,Engineer,56714
261205,Senior Staff,40000
261208,Senior Staff,53814
261213,Senior Staff,100122
261214,Engineer,40447
261219,Engineer,40000
261225,Engineer,40000
261226,Senior Staff,80285
261230,Assistant Engineer,40000
261231,Engineer,53523
261245,Engineer,47656
261246,Engineer,82575
261247,Assistant Engineer,58994
261249,Engineer,56399
261255,Technique Leader,48309
261262,Senior Staff,51622
261264,Staff,60149
261266,Engineer,76170
261268,Engineer,40000
261271,Engineer,40000
261272,Engineer,40000
261274,Engineer,54587
261279,Senior Staff,80023
261282,Engineer,40000
261283,Staff,46297
261285,Assistant Engineer,44505
261293,Engineer,64253
261294,Engineer,80551
261298,Engineer,40000
261311,Engineer,52740
261317,Engineer,42955
261320,Senior Staff,53158
261321,Staff,78838
261324,Technique Leader,40000
261326,Staff,50213
261330,Engineer,44173
261335,Senior Staff,54540
261336,Staff,55322
261337,Senior Staff,67343
261342,Engineer,40000
261346,Assistant Engineer,61633
261347,Senior Engineer,48958
261349,Staff,58249
261351,Engineer,40000
261353,Engineer,40222
261354,Engineer,50992
261356,Engineer,40000
261359,Technique Leader,40000
261362,Senior Staff,95193
261365,Senior Staff,82338
261366,Senior Staff,64448
261372,Senior Engineer,40000
261374,Engineer,40000
261379,Engineer,40000
261383,Senior Staff,69142
261385,Engineer,57141
261392,Assistant Engineer,80331
261395,Senior Staff,40237
261397,Staff,44281
261403,Senior Staff,64863
261409,Senior Staff,90408
261410,Engineer,43179
261411,Senior Staff,93074
261413,Technique Leader,51491
261416,Senior Staff,53405
261419,Engineer,40961
261421,Senior Staff,51817
261427,Engineer,69526
261431,Senior Staff,98858
261435,Staff,46239
261437,Engineer,40000
261438,Engineer,40000
261440,Senior Staff,52088
261443,Staff,40000
261446,Senior Staff,82468
261451,Senior Staff,69345
261456,Engineer,51745
261458,Technique Leader,40000
261465,Assistant Engineer,40000
261466,Engineer,57333
261468,Engineer,48711
261469,Engineer,53797
261476,Engineer,50299
261479,Staff,52422
261480,Senior Engineer,40153
261486,Senior Staff,40000
261488,Senior Staff,69806
261492,Engineer,40000
261494,Engineer,53227
261496,Senior Staff,40000
261499,Senior Staff,57438
261507,Senior Staff,68938
261510,Senior Engineer,40000
261516,Staff,40000
261517,Senior Staff,40000
261526,Senior Staff,74610
261527,Engineer,41800
261531,Engineer,46578
261532,Staff,40000
261541,Engineer,40000
261542,Staff,40000
261546,Senior Staff,70526
261548,Staff,73014
261552,Engineer,40000
261554,Senior Engineer,50386
261563,Technique Leader,66335
261565,Senior Staff,97839
261566,Senior Staff,40981
261569,Senior Staff,81187
261575,Senior Staff,40000
261578,Engineer,54062
261580,Engineer,40000
261581,Senior Engineer,40000
261584,Engineer,91588
261585,Senior Staff,82774
261586,Engineer,40000
261588,Staff,40000
261589,Senior Staff,69278
261590,Engineer,40785
261592,Assistant Engineer,40000
261594,Engineer,60089
261595,Technique Leader,50607
261597,Senior Staff,48447
261598,Senior Staff,40000
261599,Senior Engineer,42580
261600,Senior Staff,83331
261602,Engineer,40000
261603,Engineer,65374
261607,Engineer,59171
261614,Assistant Engineer,90940
261615,Senior Staff,50486
261616,Senior Staff,51804
261617,Technique Leader,74030
261619,Senior Staff,50325
261623,Engineer,58951
261624,Senior Staff,40000
261627,Senior Staff,64078
261628,Engineer,40000
261633,Senior Engineer,41402
261635,Engineer,41984
261639,Engineer,47830
261644,Engineer,40000
261645,Senior Engineer,40000
261648,Engineer,56333
261650,Engineer,40000
261651,Engineer,77905
261661,Engineer,63422
261671,Assistant Engineer,40000
261673,Engineer,51116
261683,Engineer,58588
261686,Senior Engineer,40000
261692,Assistant Engineer,41262
261693,Technique Leader,45708
261695,Engineer,57189
261698,Senior Engineer,40000
261700,Assistant Engineer,40000
261702,Engineer,40000
261704,Technique Leader,40000
261705,Engineer,52409
261716,Senior Staff,71201
261717,Senior Staff,49729
261729,Senior Engineer,40000
261732,Senior Staff,46948
261735,Senior Staff,42525
261738,Engineer,60861
261746,Engineer,45248
261748,Senior Staff,40000
261750,Senior Engineer,43801
261754,Engineer,47396
261760,Engineer,40000
261764,Senior Engineer,40000
261771,Senior Engineer,40000
261772,Staff,49257
261773,Senior Staff,50393
261775,Senior Staff,63850
261779,Senior Engineer,48566
261782,Senior Staff,93708
261784,Engineer,56000
261786,Senior Staff,48557
261791,Staff,56860
261796,Senior Engineer,40000
261798,Engineer,40000
261801,Senior Staff,46750
261802,Engineer,40000
261803,Senior Engineer,57206
261805,Senior Engineer,40000
261806,Engineer,40000
261811,Senior Staff,40000
261815,Engineer,40000
261817,Assistant Engineer,59467
261819,Engineer,41862
261821,Senior Staff,76235
261822,Staff,71227
261823,Assistant Engineer,40000
261824,Senior Staff,98560
261826,Engineer,40000
261832,Engineer,40000
261833,Staff,44283
261839,Senior Staff,41895
261842,Staff,45473
261844,Senior Staff,69369
261845,Senior Staff,40000
261846,Engineer,52263
261849,Engineer,40000
261850,Senior Engineer,65006
261852,Senior Staff,48340
261853,Senior Staff,40000
261856,Staff,69634
261861,Senior Engineer,40000
261862,Engineer,73235
261866,Engineer,40000
261871,Assistant Engineer,61189
261874,Senior Staff,40000
261876,Staff,40000
261878,Staff,91958
261883,Senior Engineer,53780
261888,Engineer,50276
261894,Senior Staff,59071
261897,Senior Engineer,49143
261900,Engineer,90098
261901,Engineer,40000
261904,Engineer,40000
261906,Technique Leader,40000
261907,Staff,40000
261911,Technique Leader,51031
261912,Senior Staff,40000
261923,Engineer,40000
261926,Engineer,55255
261931,Senior Engineer,51521
261934,Senior Staff,76430
261942,Senior Staff,65049
261953,Staff,40000
261957,Assistant Engineer,54278
261960,Engineer,49578
261961,Senior Engineer,40000
261962,Senior Engineer,40000
261965,Staff,69895
261972,Engineer,68018
261978,Engineer,40000
261987,Senior Staff,40000
261991,Engineer,40000
261993,Engineer,40000
261994,Engineer,46442
261996,Engineer,61865
261998,Staff,86125
262003,Senior Staff,62722
262006,Staff,66442
262008,Engineer,40000
262010,Assistant Engineer,44055
262011,Senior Staff,91078
262014,Engineer,52698
262015,Engineer,40000
262022,Staff,40000
262025,Assistant Engineer,52274
262027,Senior Engineer,59202
262034,Senior Staff,40000
262035,Engineer,40000
262037,Engineer,40000
262038,Senior Engineer,47897
262040,Senior Staff,63280
262041,Engineer,40000
262042,Engineer,63434
262043,Senior Engineer,62260
262046,Senior Staff,40000
262047,Engineer,67633
262051,Senior Engineer,40000
262053,Engineer,64539
262057,Staff,65644
262058,Engineer,40000
262059,Engineer,48682
262067,Senior Staff,40000
262076,Staff,40000
262080,Engineer,40000
262084,Engineer,40000
262089,Staff,95573
262095,Staff,62905
262105,Senior Staff,89631
262110,Senior Engineer,51487
262113,Engineer,48314
262115,Engineer,40000
262116,Senior Engineer,46098
262119,Engineer,40000
262120,Senior Engineer,55839
262122,Staff,40000
262126,Engineer,59226
262127,Senior Staff,102511
262129,Senior Engineer,41299
262131,Staff,48217
262132,Senior Engineer,45832
262134,Staff,86253
262139,Engineer,40000
262141,Engineer,40000
262149,Senior Staff,55850
262150,Engineer,40000
262160,Engineer,40000
262162,Engineer,40000
262168,Senior Staff,63842
262173,Engineer,43324
262174,Senior Staff,75297
262178,Engineer,40000
262180,Staff,40000
262183,Senior Staff,59752
262184,Engineer,55886
262185,Staff,40000
262190,Senior Staff,40000
262199,Staff,75008
262203,Engineer,62843
262211,Engineer,43966
262212,Engineer,63535
262214,Assistant Engineer,49964
262216,Senior Staff,76452
262221,Senior Engineer,70049
262222,Engineer,52312
262223,Staff,65174
262233,Engineer,72251
262240,Senior Staff,40000
262242,Senior Staff,72037
262243,Senior Staff,52779
262255,Assistant Engineer,44941
262258,Technique Leader,48238
262259,Technique Leader,42872
262260,Senior Engineer,44838
262270,Engineer,40000
262271,Engineer,40000
262273,Senior Staff,40000
262280,Engineer,68141
262282,Senior Engineer,57884
262283,Engineer,65700
262287,Technique Leader,42123
262291,Technique Leader,40000
262292,Staff,54794
262293,Senior Staff,76734
262296,Engineer,49136
262301,Staff,40000
262304,Engineer,40000
262306,Staff,45619
262308,Staff,95927
262311,Staff,67963
262318,Senior Staff,40000
262319,Technique Leader,42427
262322,Staff,48171
262323,Engineer,40000
262325,Engineer,40000
262327,Senior Engineer,52623
262331,Senior Staff,84937
262333,Senior Engineer,45360
262336,Engineer,78273
262338,Engineer,40000
262340,Senior Staff,49501
262348,Senior Staff,53824
262352,Staff,46928
262354,Engineer,52155
262362,Engineer,44485
262364,Engineer,48968
262368,Senior Staff,79115
262369,Assistant Engineer,40000
262371,Engineer,60052
262373,Engineer,60678
262374,Senior Engineer,65302
262375,Engineer,66194
262379,Senior Staff,75361
262384,Engineer,52172
262389,Staff,40000
262392,Engineer,46924
262397,Engineer,59375
262398,Staff,40000
262399,Engineer,50032
262405,Staff,60503
262407,Staff,89813
262414,Engineer,40000
262415,Senior Engineer,61302
262416,Senior Staff,40000
262419,Engineer,47543
262426,Senior Staff,54553
262427,Senior Staff,64856
262428,Senior Staff,70301
262430,Engineer,43531
262432,Engineer,63869
262435,Engineer,40000
262436,Senior Staff,42764
262437,Engineer,53706
262438,Engineer,40000
262441,Engineer,59759
262443,Engineer,40000
262451,Assistant Engineer,40000
262453,Engineer,40150
262457,Engineer,40000
262460,Engineer,60628
262462,Senior Engineer,40000
262463,Engineer,54366
262467,Staff,63779
262469,Staff,73648
262478,Senior Staff,59344
262479,Engineer,40000
262485,Assistant Engineer,40000
262486,Engineer,40000
262498,Senior Staff,40000
262505,Engineer,47541
262506,Senior Staff,71802
262511,Engineer,44780
262515,Engineer,62024
262516,Engineer,56925
262521,Technique Leader,40000
262522,Senior Staff,40000
262524,Staff,40000
262526,Senior Staff,40000
262530,Senior Staff,49458
262532,Staff,40000
262534,Engineer,84945
262538,Engineer,47622
262546,Engineer,64852
262549,Engineer,40000
262550,Senior Staff,77233
262554,Senior Engineer,58261
262556,Engineer,40000
262557,Senior Staff,54613
262566,Assistant Engineer,40000
262572,Senior Staff,81779
262576,Engineer,43770
262581,Senior Staff,48530
262585,Senior Staff,40000
262590,Senior Staff,83453
262591,Senior Staff,65364
262592,Engineer,42830
262599,Senior Engineer,47665
262602,Engineer,79806
262607,Staff,55818
262608,Senior Engineer,40000
262609,Staff,65436
262610,Technique Leader,40000
262611,Engineer,49642
262614,Senior Staff,74802
262617,Technique Leader,40000
262618,Engineer,56046
262622,Senior Staff,63750
262623,Assistant Engineer,67473
262625,Senior Staff,40000
262630,Engineer,74831
262631,Senior Staff,56579
262633,Technique Leader,40000
262634,Senior Engineer,56165
262635,Senior Staff,88266
262642,Staff,40000
262645,Staff,43537
262647,Engineer,40000
262648,Technique Leader,44104
262651,Engineer,51520
262653,Engineer,79350
262663,Senior Staff,42308
262666,Engineer,40000
262671,Senior Staff,72500
262673,Engineer,40000
262677,Senior Staff,72416
262679,Engineer,62733
262687,Senior Staff,73384
262691,Senior Staff,40000
262696,Technique Leader,70505
262699,Senior Engineer,54735
262700,Engineer,40000
262701,Engineer,40000
262702,Senior Staff,84049
262703,Staff,40000
262704,Engineer,65130
262709,Senior Staff,62180
262711,Senior Staff,51573
262715,Engineer,40000
262725,Engineer,40026
262730,Engineer,40000
262733,Senior Staff,40000
262736,Assistant Engineer,49779
262738,Engineer,50547
262743,Engineer,40813
262749,Senior Staff,81500
262750,Engineer,40000
262753,Engineer,40875
262754,Assistant Engineer,40000
262755,Engineer,44314
262757,Senior Staff,51157
262763,Engineer,63989
262764,Senior Staff,40000
262766,Senior Staff,54082
262767,Senior Staff,40000
262770,Senior Staff,52624
262771,Engineer,40000
262777,Senior Staff,75058
262785,Engineer,55380
262790,Senior Staff,40000
262797,Engineer,40000
262799,Staff,70996
262801,Engineer,40000
262806,Staff,48837
262807,Senior Staff,52060
262814,Senior Engineer,40000
262819,Engineer,72849
262825,Engineer,60509
262842,Assistant Engineer,41405
262844,Staff,44975
262845,Staff,62421
262846,Engineer,45996
262850,Senior Engineer,66484
262851,Technique Leader,40000
262854,Senior Staff,59115
262856,Engineer,40000
262857,Senior Staff,51104
262858,Engineer,64094
262863,Engineer,40000
262865,Engineer,40243
262866,Engineer,54603
262867,Senior Staff,66885
262868,Senior Staff,77200
262871,Engineer,59425
262874,Engineer,43639
262876,Staff,45445
262879,Engineer,56954
262881,Engineer,40325
262882,Senior Engineer,40000
262885,Engineer,62204
262887,Staff,59977
262889,Engineer,59940
262894,Senior Staff,59148
262898,Engineer,49826
262900,Assistant Engineer,54674
262902,Staff,58149
262903,Senior Engineer,40000
262910,Senior Engineer,49904
262918,Engineer,48632
262919,Senior Staff,45859
262920,Engineer,50476
262923,Senior Staff,40000
262929,Engineer,49723
262934,Engineer,40000
262936,Engineer,43673
262938,Technique Leader,70227
262940,Engineer,40000
262949,Engineer,43101
262953,Engineer,58092
262955,Senior Staff,40000
262959,Engineer,66699
262965,Engineer,41677
262967,Senior Engineer,59785
262975,Engineer,52832
262976,Senior Engineer,61396
262980,Engineer,40000
262983,Senior Staff,40000
262992,Engineer,52718
262993,Senior Staff,40000
262995,Senior Engineer,40000
262996,Senior Engineer,40000
262999,Engineer,59650
263000,Senior Staff,48050
263001,Senior Engineer,40000
263002,Senior Staff,52819
263003,Engineer,42426
263010,Assistant Engineer,46756
263014,Technique Leader,40000
263023,Senior Staff,80438
263024,Engineer,47478
263025,Senior Staff,77660
263028,Engineer,85715
263030,Staff,48537
263036,Senior Staff,70389
263038,Engineer,49530
263039,Engineer,40000
263040,Staff,40123
263052,Staff,40000
263056,Senior Staff,44195
263057,Senior Staff,40000
263061,Senior Staff,65580
263062,Engineer,55805
263068,Engineer,72830
263070,Engineer,40000
263071,Senior Staff,50030
263074,Engineer,40000
263080,Engineer,40000
263082,Senior Staff,52476
263084,Engineer,61053
263088,Senior Staff,41440
263104,Staff,61209
263105,Engineer,40000
263107,Senior Staff,40000
263109,Engineer,40521
263111,Engineer,48157
263112,Engineer,64086
263116,Technique Leader,46314
263117,Engineer,40000
263119,Senior Staff,40000
263122,Engineer,62522
263124,Senior Staff,71558
263126,Senior Staff,41022
263127,Staff,40000
263130,Senior Engineer,40000
263132,Engineer,40000
263133,Engineer,47362
263140,Senior Staff,76277
263141,Senior Staff,40000
263142,Senior Staff,72840
263143,Engineer,51619
263147,Engineer,50029
263148,Senior Staff,59288
263149,Senior Staff,64585
263150,Senior Engineer,40000
263166,Assistant Engineer,55954
263167,Senior Staff,57519
263169,Senior Staff,54641
263171,Assistant Engineer,40000
263173,Technique Leader,42153
263174,Assistant Engineer,54976
263182,Engineer,40000
263183,Senior Staff,40000
263191,Assistant Engineer,40000
263194,Senior Engineer,40000
263195,Engineer,73182
263196,Technique Leader,40000
263198,Senior Staff,66043
263199,Engineer,47557
263200,Engineer,40000
263202,Senior Staff,40000
263205,Assistant Engineer,40257
263209,Senior Engineer,40000
263210,Engineer,55735
263214,Senior Staff,85253
263219,Engineer,54033
263223,Assistant Engineer,40000
263224,Staff,50697
263228,Engineer,72598
263233,Engineer,73595
263234,Senior Staff,40000
263235,Engineer,41399
263243,Senior Staff,93759
263244,Engineer,43734
263248,Technique Leader,70698
263250,Senior Staff,56629
263258,Engineer,55004
263270,Senior Engineer,40000
263271,Engineer,40000
263272,Technique Leader,40000
263274,Engineer,40000
263276,Senior Staff,44710
263282,Senior Staff,65616
263284,Engineer,59383
263287,Engineer,40000
263292,Engineer,65472
263293,Senior Engineer,40000
263299,Engineer,67141
263304,Engineer,44020
263305,Engineer,40000
263306,Senior Staff,40000
263308,Engineer,40876
263310,Senior Engineer,40000
263312,Senior Staff,88466
263313,Engineer,68173
263318,Technique Leader,58099
263320,Senior Staff,63681
263332,Staff,60302
263335,Engineer,42865
263341,Staff,57589
263346,Staff,50911
263349,Technique Leader,64768
263354,Staff,65045
263355,Engineer,40000
263358,Assistant Engineer,40000
263360,Senior Staff,62646
263362,Assistant Engineer,40000
263363,Assistant Engineer,40000
263366,Engineer,64261
263374,Technique Leader,40000
263376,Senior Staff,40000
263380,Senior Staff,80829
263383,Senior Staff,73912
263392,Senior Staff,40000
263395,Senior Staff,52392
263398,Staff,43104
263399,Staff,61789
263400,Technique Leader,41138
263405,Engineer,40000
263409,Engineer,46030
263410,Staff,68496
263411,Senior Engineer,50580
263412,Engineer,55702
263414,Senior Staff,58753
263428,Technique Leader,40000
263429,Senior Staff,45109
263435,Assistant Engineer,40000
263440,Senior Staff,40000
263443,Senior Staff,61702
263444,Technique Leader,41757
263448,Assistant Engineer,40000
263454,Senior Staff,81032
263456,Engineer,40000
263461,Engineer,40000
263462,Senior Staff,40000
263466,Senior Staff,70804
263467,Senior Staff,81977
263468,Assistant Engineer,42461
263471,Engineer,56274
263472,Staff,51195
263473,Engineer,58766
263474,Senior Engineer,50248
263480,Senior Staff,60374
263494,Engineer,40000
263500,Senior Staff,40000
263508,Senior Engineer,40000
263510,Engineer,43008
263514,Engineer,40000
263515,Staff,40000
263516,Engineer,46623
263517,Staff,59277
263522,Senior Staff,40000
263525,Senior Staff,72233
263527,Senior Staff,40541
263528,Engineer,47749
263540,Engineer,40000
263541,Engineer,48885
263544,Senior Engineer,40000
263547,Engineer,40000
263550,Senior Staff,68975
263551,Senior Staff,70930
263552,Staff,66070
263560,Senior Staff,88858
263568,Assistant Engineer,40000
263569,Senior Staff,43364
263573,Engineer,59935
263574,Staff,68090
263577,Senior Staff,46240
263582,Senior Engineer,40000
263583,Engineer,40000
263587,Technique Leader,40000
263590,Engineer,45476
263591,Senior Staff,40000
263592,Staff,50229
263597,Assistant Engineer,56079
263599,Senior Staff,46170
263600,Staff,73927
263608,Staff,40000
263619,Staff,40000
263624,Senior Engineer,43724
263630,Senior Staff,40000
263633,Engineer,66870
263634,Senior Staff,69265
263637,Engineer,45971
263640,Senior Engineer,48151
263641,Senior Staff,40000
263646,Senior Engineer,40000
263647,Engineer,40000
263651,Senior Staff,40000
263655,Senior Staff,40000
263656,Staff,58033
263659,Senior Engineer,40000
263661,Engineer,40000
263664,Engineer,44675
263665,Engineer,40000
263666,Assistant Engineer,51104
263668,Engineer,69319
263679,Engineer,40000
263684,Senior Staff,40000
263685,Engineer,48936
263690,Staff,68690
263691,Engineer,40000
263692,Staff,64054
263710,Engineer,40000
263713,Engineer,59364
263714,Senior Staff,69107
263717,Senior Staff,74787
263719,Staff,40000
263722,Engineer,40000
263725,Engineer,41095
263727,Senior Engineer,40098
263730,Engineer,40000
263733,Staff,63717
263735,Senior Staff,57663
263738,Engineer,44998
263740,Technique Leader,40288
263750,Senior Staff,40000
263753,Engineer,41968
263757,Technique Leader,80564
263760,Senior Staff,64161
263764,Engineer,58743
263765,Engineer,45325
263766,Engineer,57417
263767,Engineer,40000
263769,Staff,49326
263773,Engineer,48098
263777,Senior Staff,40000
263788,Staff,55922
263790,Engineer,48624
263792,Senior Engineer,40000
263793,Engineer,71407
263798,Engineer,40000
263804,Engineer,40000
263806,Engineer,51670
263807,Senior Staff,45998
263808,Engineer,51905
263822,Engineer,42793
263824,Senior Engineer,40000
263828,Senior Engineer,40000
263829,Engineer,60195
263830,Assistant Engineer,56747
263831,Senior Engineer,50277
263836,Senior Staff,45628
263838,Senior Staff,62763
263842,Senior Engineer,40000
263851,Engineer,66223
263855,Senior Staff,54156
263857,Senior Staff,43895
263861,Assistant Engineer,54005
263868,Senior Staff,73556
263875,Senior Staff,92093
263879,Engineer,40000
263887,Engineer,40000
263891,Senior Staff,47479
263892,Senior Staff,59707
263893,Senior Staff,40000
263894,Senior Staff,49100
263896,Engineer,53283
263901,Staff,67319
263910,Senior Staff,69745
263911,Engineer,62407
263913,Senior Staff,43960
263920,Senior Staff,60182
263922,Senior Staff,79012
263924,Senior Engineer,41290
263925,Assistant Engineer,56727
263927,Senior Engineer,55917
263935,Senior Staff,40000
263937,Staff,40000
263939,Senior Staff,61697
263940,Senior Staff,63504
263941,Engineer,46001
263944,Senior Staff,47883
263945,Engineer,55143
263946,Senior Engineer,40000
263947,Engineer,54821
263951,Staff,40000
263952,Senior Staff,40000
263953,Assistant Engineer,40000
263956,Engineer,40000
263959,Engineer,53027
263967,Senior Staff,49994
263968,Engineer,69877
263973,Senior Staff,63751
263975,Senior Staff,40000
263985,Senior Staff,67700
263988,Senior Staff,66315
263990,Senior Staff,66032
263993,Senior Engineer,44393
263994,Engineer,40000
263997,Technique Leader,65355
264002,Staff,68962
264004,Technique Leader,40000
264013,Staff,95604
264018,Senior Staff,46245
264019,Senior Staff,71030
264020,Engineer,42535
264024,Engineer,51421
264038,Senior Staff,61991
264039,Senior Staff,55576
264042,Senior Engineer,40000
264044,Engineer,40000
264045,Senior Engineer,47355
264047,Engineer,40000
264049,Technique Leader,45009
264052,Assistant Engineer,60733
264057,Engineer,52158
264061,Senior Staff,40000
264068,Engineer,40000
264069,Engineer,55948
264074,Senior Staff,40000
264077,Senior Engineer,52212
264081,Engineer,51144
264083,Senior Staff,40000
264086,Senior Staff,69981
264087,Engineer,65097
264091,Engineer,50120
264092,Technique Leader,47727
264096,Engineer,52873
264097,Engineer,40000
264098,Engineer,40000
264099,Senior Engineer,67158
264100,Senior Staff,71316
264101,Senior Staff,51910
264103,Senior Engineer,55402
264105,Staff,62099
264107,Senior Staff,40000
264108,Engineer,41309
264111,Engineer,40282
264112,Senior Engineer,40760
264117,Senior Staff,53388
264121,Senior Engineer,46460
264122,Assistant Engineer,43817
264124,Staff,64290
264125,Senior Staff,95123
264126,Assistant Engineer,71356
264127,Staff,40000
264128,Senior Staff,90452
264129,Senior Staff,66572
264133,Senior Staff,47967
264137,Engineer,40000
264138,Senior Staff,55633
264139,Senior Engineer,40000
264143,Staff,40000
264144,Senior Staff,80522
264148,Senior Staff,40000
264150,Senior Staff,59936
264151,Senior Staff,78850
264153,Engineer,52127
264160,Senior Staff,72800
264161,Staff,40000
264162,Assistant Engineer,50785
264171,Staff,52295
264174,Engineer,56167
264176,Assistant Engineer,68355
264184,Senior Engineer,54367
264187,Senior Staff,49124
264188,Senior Engineer,45073
264190,Senior Staff,60119
264191,Senior Staff,40000
264193,Staff,79937
264194,Senior Staff,68609
264198,Engineer,49761
264200,Senior Engineer,40000
264201,Technique Leader,56526
264207,Senior Staff,74668
264212,Engineer,40000
264213,Engineer,40000
264215,Senior Engineer,50986
264218,Senior Staff,40000
264230,Senior Staff,76770
264234,Engineer,40000
264236,Engineer,57574
264237,Staff,61510
264241,Senior Staff,55578
264242,Senior Staff,40000
264247,Engineer,45138
264249,Technique Leader,40000
264250,Engineer,40000
264255,Engineer,40000
264266,Engineer,45006
264267,Senior Engineer,40000
264276,Staff,59140
264280,Assistant Engineer,59767
264281,Engineer,65364
264282,Senior Staff,59018
264289,Engineer,45324
264292,Engineer,60054
264302,Senior Staff,65134
264306,Senior Staff,40000
264308,Assistant Engineer,51448
264311,Assistant Engineer,42966
264323,Senior Engineer,40000
264327,Engineer,56049
264334,Engineer,50698
264338,Engineer,40000
264340,Senior Staff,41866
264344,Staff,51991
264345,Engineer,53344
264347,Engineer,40000
264351,Senior Engineer,40000
264352,Senior Engineer,53962
264353,Technique Leader,40000
264354,Senior Staff,40000
264356,Engineer,63556
264359,Staff,77732
264361,Senior Engineer,40000
264370,Engineer,40000
264372,Staff,64032
264382,Engineer,42420
264383,Technique Leader,51371
264385,Senior Engineer,40000
264386,Senior Staff,40000
264387,Engineer,57485
264390,Senior Staff,91248
264397,Senior Engineer,55581
264398,Senior Staff,59097
264401,Engineer,64938
264402,Senior Staff,40000
264403,Engineer,50391
264411,Engineer,54436
264413,Engineer,43040
264415,Assistant Engineer,59936
264428,Senior Engineer,40000
264429,Assistant Engineer,42763
264434,Senior Staff,50456
264435,Staff,96179
264441,Engineer,40000
264445,Engineer,40000
264446,Assistant Engineer,56131
264450,Technique Leader,65699
264451,Senior Staff,40000
264452,Engineer,40000
264454,Engineer,45045
264456,Senior Staff,44193
264459,Engineer,42778
264461,Assistant Engineer,40000
264463,Senior Staff,42521
264465,Engineer,40000
264470,Engineer,47358
264473,Staff,46153
264477,Technique Leader,41408
264478,Engineer,40000
264481,Staff,41922
264482,Senior Engineer,46287
264485,Staff,80903
264492,Technique Leader,67776
264493,Engineer,46116
264494,Senior Staff,74749
264495,Engineer,45279
264498,Technique Leader,40000
264500,Senior Engineer,40000
264506,Senior Engineer,42530
264507,Engineer,64972
264510,Engineer,40000
264512,Assistant Engineer,40000
264513,Senior Engineer,57840
264514,Engineer,40000
264517,Engineer,40000
264518,Engineer,40000
264521,Engineer,52885
264528,Senior Staff,40000
264535,Engineer,40000
264539,Staff,61221
264541,Senior Staff,40000
264542,Engineer,40000
264543,Senior Staff,67535
264545,Senior Staff,46760
264546,Senior Staff,72582
264549,Senior Staff,62458
264552,Senior Staff,40000
264555,Engineer,57086
264559,Engineer,40000
264560,Engineer,56014
264565,Senior Staff,40000
264568,Senior Staff,69415
264577,Senior Engineer,68908
264580,Engineer,40000
264587,Senior Staff,61064
264588,Senior Staff,97512
264591,Engineer,54814
264592,Engineer,40000
264598,Senior Staff,40000
264607,Engineer,70842
264610,Engineer,45802
264612,Staff,40000
264614,Senior Staff,56498
264618,Senior Staff,52713
264623,Senior Staff,68060
264629,Senior Staff,53770
264630,Senior Staff,40000
264633,Engineer,63966
264635,Engineer,55140
264636,Senior Staff,50476
264638,Senior Staff,86908
264640,Senior Engineer,40000
264647,Engineer,54193
264648,Staff,40000
264649,Senior Staff,82054
264652,Staff,40000
264654,Engineer,72003
264655,Engineer,40000
264657,Senior Engineer,49203
264658,Technique Leader,40000
264662,Assistant Engineer,46982
264663,Engineer,46060
264664,Engineer,61545
264665,Senior Engineer,48108
264666,Senior Staff,42378
264667,Senior Staff,48067
264669,Technique Leader,72563
264670,Senior Staff,47463
264675,Engineer,56316
264676,Technique Leader,40000
264680,Senior Staff,55659
264688,Staff,64660
264689,Engineer,40000
264690,Technique Leader,40000
264692,Senior Staff,57292
264695,Engineer,40298
264699,Engineer,40000
264703,Senior Engineer,50268
264712,Engineer,40000
264717,Engineer,40000
264719,Senior Staff,68262
264723,Senior Staff,57162
264724,Senior Engineer,73414
264726,Senior Engineer,52935
264728,Senior Engineer,46302
264731,Engineer,54517
264737,Engineer,71257
264745,Senior Staff,40000
264748,Senior Staff,86261
264750,Technique Leader,40000
264752,Engineer,40000
264754,Senior Staff,61331
264760,Staff,74778
264763,Staff,98746
264764,Staff,52376
264766,Engineer,40000
264773,Senior Staff,77162
264775,Senior Staff,40000
264776,Engineer,45186
264786,Senior Staff,63505
264787,Senior Staff,70653
264788,Engineer,40000
264789,Senior Staff,40000
264790,Senior Engineer,55750
264793,Senior Staff,40000
264794,Engineer,40000
264797,Engineer,40000
264798,Engineer,40000
264800,Senior Staff,66798
264801,Staff,40000
264802,Engineer,46915
264803,Senior Staff,57605
264804,Engineer,54890
264813,Senior Staff,40000
264814,Staff,40000
264815,Engineer,62194
264816,Assistant Engineer,50376
264824,Senior Staff,80384
264825,Engineer,40000
264828,Senior Staff,40000
264830,Senior Staff,55418
264831,Technique Leader,41412
264842,Engineer,40000
264846,Senior Engineer,40000
264848,Assistant Engineer,46133
264851,Engineer,75311
264855,Senior Staff,91271
264858,Senior Staff,57348
264860,Engineer,79278
264861,Engineer,40000
264863,Senior Staff,62594
264866,Senior Staff,40000
264868,Engineer,40000
264869,Staff,77115
264883,Senior Engineer,43421
264884,Senior Engineer,61604
264890,Engineer,62125
264892,Staff,56168
264894,Staff,51566
264898,Engineer,40000
264901,Senior Staff,45723
264904,Senior Staff,40000
264907,Senior Staff,43757
264915,Technique Leader,40000
264916,Senior Staff,43172
264929,Staff,92626
264931,Senior Staff,40000
264932,Staff,40000
264935,Senior Staff,42087
264937,Senior Staff,75972
264943,Senior Staff,40000
